congress	chamber	committee	committee_short	year	date	hearing_title	hearing_id	witness	affiliation	opensectrets_industry	opensectrets_sector	category	subcategory	state_research	contrarian_organisation	contrarian	denialist
111	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2009	2009-10-14	Climate Change Legislation	111shrg54614	Newell, Richard, Administrator, Energy Information Administration, Department of Energy	Department of Energy	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-16	Ensuring and Enhancing U.S. Competitiveness While Moving Toward a Clean Energy Economy	111shrg95163	Doerr, John, Partner, Kleiner Perkins Caufield & Byers	Kleiner Perkins Caufield & Byers	Venture capital	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-16	Ensuring and Enhancing U.S. Competitiveness While Moving Toward a Clean Energy Economy	111shrg95163	Krenicki, John, Vice Chairman, GE; President and CEO, GE Energy Infrastructure	GE Energy	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-16	Ensuring and Enhancing U.S. Competitiveness While Moving Toward a Clean Energy Economy	111shrg95163	Wong, Julian L., Senior Policy Analyst, Center for American Progress Action Fund	Center for American Progress	Democratic/Liberal	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-16	Ensuring and Enhancing U.S. Competitiveness While Moving Toward a Clean Energy Economy	111shrg95163	Alford, Harry C., President and CEO, National Black Chamber of Commerce	National Black Chamber of Commerce	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0	National Black Chamber of Commerce	Contrarian	Other contrarian
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Brehm, Peter, Vice President, Business Development and Government Relations, Infinia Corporation	Infinia Corporation	Alternate energy production & services	Energy & Natural Resources	Alternative Energy	Alternative Energy	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Reicher, Dan W., Director, Climate Change and Energy Initiatives, Google	Google	Internet	Communications/Electronics	Business & Services	Communications/Electronics	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Foster, David, Executive Director, BlueGreen Alliance	BlueGreen Alliance	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Nutter, Hon. Michael A., Mayor, Philadelphia, Pennsylvania; Trustee, U.S. Conference of Mayors	Mayor, Philadelphia	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Gordon, Kate, Senior Advisor, Apollo Alliance	Apollo Alliance	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Klesse, Bill, Chief Executive Officer, President, and Chairman, Valero Energy Corporation	Valero Energy	Oil & Gas	Energy & Natural Resources	Fossil Fuel Industry	Fossil Fuel Extraction	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Vassey, Brett A., President and Chief Executive Officer, Virginia Manufacturers Association	Manufacturers Association	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Warner, Hon. John, U.S. Senator (retired)	U.S. Senator (Retired)	Retired	Other	Other	Individuals	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Hicks, Kathleen, Deputy Under Secretary of Defense for Strategy, Plans, and Forces, U.S. Department of Defense	Department of Defense	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	McGinn, Dennis, Vice Admiral, U.S. Navy (retired); member, Military Advisory Board, Center for Naval Analysis	Analysis	Civil Servants/Public Officials	Other	Government Officials	Government Officials	1		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Scales, Robert H., Major General, U.S. Army (retired)	Major General, U.S. Army (Retired)	Retired	Other	Other	Individuals	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Sloan, Andrew, Captain, U.S. Army (retired); Fellow, Truman National Security Project	Truman National Security Project	Foreign & Defense Policy	Ideological/Single-Issue	Non-Profit Organisations	Nonpartisan Non-Profits	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Carafano, James Jay, Lieutenant Colonel, U.S. Army (retired); Deputy Director, the Kathryn and Shelby Cullom Davis Institute for International Studies; Director, Douglas and Sarah Allison Center for Foreign Policy Studies, The Heritage Foundation	Heritage Foundation	Republican/Conservative	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0	Heritage Foundation	Contrarian	Other contrarian
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Crane, David, Chief Executive Officer, NRG Energy, Inc	NRG Energy	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Izzo, Ralph, Chairman, President, and Chief Executive Officer, Public Service Enterprise Group	Public Service Enterprise Group	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Law, Kevin S., President and Chief Executive Officer, Long Island Power Authority	Long Island Power Authority	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Keohane, Nathaniel O., Ph.D., Director, Economic Policy and Analysis, Environmental Defense Fund	Environmental Defense Fund	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Bluestein, Joel, Senior Vice President, ICF International	ICF International	Business Services	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Hart, Barry, Chief Executive Officer, Association of Missouri Electric Cooperatives	Association of Missouri Electric Cooperatives	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Johnson, Dustin ``Dusty,'' Chairman, South Dakota Public Utilities Commission	Public Utilities Commission	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Wilson, Shari T., Secretary, Maryland Department of the Environment	Department of the Environment	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Young, Ronald E., President, California Association of Sanitation Agencies	California Association of Sanitation Agencies	Waste Management	Energy & Natural Resources	Carbon-intensive Industry	Waste Management	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Frumhoff, Peter C., Ph.D., Director, Science and Policy, and Chief Scientist, Climate Campaign, Union of Concerned Scientists	Union of Concerned Scientists	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Schweiger, Larry J., President and Chief Executive Officer, National Wildlife Federation	National Wildlife Federation	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Sharp, Fawn, President, Quinault Indian Nation	Quinault Indian Nation	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Sims, James T., President and Chief Executive Officer, Western Business Roundtable	Business Roundtable	Business Associations	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-28	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20182	Green, Kenneth P., Ph.D., Resident Scholar, American Enterprise Institute	American Enterprise Institute	Republican/Conservative	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0	American Enterprise Institute	Contrarian	Denialist
111	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2009	2009-12-02	The Administration's View on the State of Climate Science	111hhrg62520	John Holdren, Director, Office of Science and Technology Policy, Executive Office of the President	Office of Science and Technology	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
111	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2009	2009-12-02	The Administration's View on the State of Climate Science	111hhrg62520	Jane Lubchenco, Under Secretary for Oceans and Atmosphere, Administrator of the National Oceanic and Atmospheric Administration, U.S. Department of Commerce	National Oceanic and Atmospheric Administration	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-24	Hearing on Trade Aspects of Climate Change Legislation	111hhrg51949	John J. McMackin, The Energy-Intensive Manufacturers' Working Group on Greenhouse Gas Regulation	Energy-Intensive Manufacturers	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-24	Hearing on Trade Aspects of Climate Change Legislation	111hhrg51949	Leo W. Gerard, International President, United Steelworkers	United Steelworkers	Industrial Unions	Labour	Non-Profit Organisations	Labour	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-24	Hearing on Trade Aspects of Climate Change Legislation	111hhrg51949	Dave Hamilton, Director of Global Warming and Energy Programs, Sierra Club	Sierra Club	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-24	Hearing on Trade Aspects of Climate Change Legislation	111hhrg51949	Professor Joost H.B. Pauwelyn, Professor of International Law, Graduate Institute of International and Development Studies, Geneva, Switzerland	Graduate Institute of International and Development Studies	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-24	Hearing on Trade Aspects of Climate Change Legislation	111hhrg51949	Robert E. Clay, CEO and Chairman, Board of Directors of Pridgeon & Clay, Inc	Pridgeon & Clay	Automotive	Transportation	Carbon-intensive Industry	Transportation	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-08-06	Climate Change and Ensuring that America Leads the Clean Energy Transformation	111shrg99885	Wellinghoff, Hon. Jon, Chairman, Federal Energy Regulation Commission	Energy Regulation Commission	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-08-06	Climate Change and Ensuring that America Leads the Clean Energy Transformation	111shrg99885	Sandalow, Hon. David B., Assistant Secretary for Policy and International Affairs, U.S. Department of Energy	Department of Energy	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-08-06	Climate Change and Ensuring that America Leads the Clean Energy Transformation	111shrg99885	Strickland, Hon. Tom, Assistant Secretary for Fish, Wildlife, and Parks, U.S. Department of the Interior	Department of the Interior	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-08-06	Climate Change and Ensuring that America Leads the Clean Energy Transformation	111shrg99885	Krupp, Fred, President, Environmental Defense Fund	Environmental Defense Fund	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-08-06	Climate Change and Ensuring that America Leads the Clean Energy Transformation	111shrg99885	Fehrman, Bill, President and CEO, MidAmerican Energy Company	Midamerican Energy	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-03-12	Consumer Protection Provisions in Climate Legislation	111hhrg67102	Steve Kline, Vice-President of Corporate Environmental and Federal Affairs, Pacific Gas And Electric Corporation	Pacific Gas and Electric Corporation	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-03-12	Consumer Protection Provisions in Climate Legislation	111hhrg67102	Sonny Popowsky, Consumer Advocate of Pennsylvania, Pennsylvania Office of the Consumer Advocate	Office of the Consumer Advocate	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-03-12	Consumer Protection Provisions in Climate Legislation	111hhrg67102	Robert Greenstein, Executive Director, Center on Budget Policies and Priorities	Center on Budget Policies and Priorities	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-03-12	Consumer Protection Provisions in Climate Legislation	111hhrg67102	Steven F. Hayward, American Enterprise Institute	American Enterprise Institute	Republican/Conservative	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0	American Enterprise Institute	Contrarian	Denialist
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-03-12	Consumer Protection Provisions in Climate Legislation	111hhrg67102	Mike Carey, Ohio Coal Association	Ohio Coal Association	Coal mining	Energy & Natural Resources	Fossil Fuel Industry	Fossil Fuel Extraction	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-03-12	Consumer Protection Provisions in Climate Legislation	111hhrg67102	John S. Hill, Director for Economic and Environmental Justice, United Methodist Church, General Board of Church and Society	United Methodist Church	Clergy & Religious Organisations	Other	Other	Clergy & Religious Organisations	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Chiaro, Preston, Chief Executive Officer, Energy Product Group, Rio Tinto	Rio Tinto	Mining	Energy & Natural Resources	Carbon-intensive Industry	Mining	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Rowe, John, Chairman, President, and Chief Executive Officer, Exelon Corporation	Exelon Corporation	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Kempton, Willett, Professor, Marine Policy, University of Delaware	University of Delaware	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Winger, Bob, President, International Brotherhood of Boilermakers, Local 11	International Brotherhood of Boilermakers	Industrial Unions	Labour	Non-Profit Organisations	Labour	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Krupp, Fred, President, Environmental Defense Fund	Environmental Defense Fund	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Carey, Mike, President, Ohio Coal Association	Ohio Coal Association	Coal mining	Energy & Natural Resources	Fossil Fuel Industry	Fossil Fuel Extraction	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Stallman, Bob, President, American Farm Bureau Federation	American Farm Bureau	Agricultural Services/Products	Agribusiness	Carbon-intensive Industry	Agribusiness	0	american farm bureau federation	Contrarian	Other contrarian
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Boehlert, Hon. Sherwood, Co-Chair, Bipartisan Policy Center's National Transportation Policy Project	Bipartisan Policy Center	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Millar, William, President, American Public Transportation Association	American Public Transportation Association	Railroads	Transportation	Carbon-intensive Industry	Transportation	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	McKeever, Mike, Executive Director, Sacramento Area Council of Governments	Sacramento Area Council of Governments	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Windsor, Barbara J., President and Chief Executive Officer, Hahn Transportation, Inc	Hahn Transportation	Trucking	Transportation	Carbon-intensive Industry	Transportation	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Podesta, John, President and Chief Executive Officer, Center for American Progress Action Fund	Center for American Progress	Democratic/Liberal	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Helme, Ned, President, Center for Clean Air Policy	Center for Clean Air Policy	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Lash, Jonathan, President, World Resources Institute	World Resources Institute	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Murray, Iain, Vice President for Strategy, Competitive Enterprise Institute	Competitive Enterprise Institute	Republican/Conservative	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0	Competitive Enterprise Institute	Contrarian	Denialist
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Adams, Hon. Linda, Secretary, California Environmental Protection Agency	Environmental Protection Agency	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Johnson, Dave, Organizing Director, Laborers' Union Eastern Region, Laborers' International Union of North America	Laborers' International Union of North America	Industrial Unions	Labour	Non-Profit Organisations	Labour	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Dolezalek, J. Stephan, Managing Director, VantagePoint Venture Partners	Vantagepoint Venture Partners	Venture capital	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Hawkins, David, Director, Climate Center, Natural Resources Defense Council	Natural Resources Defense Council	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Trisko, Eugene, Attorney at Law, on behalf of the United Mine Workers of America	United Mine Workers	Industrial Unions	Labour	Non-Profit Organisations	Labour	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Smorch, Matt, Vice President, Strategic Planning, CountryMark	Countrymark	Oil & Gas	Energy & Natural Resources	Fossil Fuel Industry	Fossil Fuel Extraction	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-10-29	Legislative Hearing on S. 1733, Clean Energy Jobs and American Power Act	111shrg20183	Cicio, Paul, President, Industrial Energy Consumers of America	Industrial Energy Consumers of America	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0	industrial energy consumers of america	Contrarian	Other contrarian
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-26	Addressing Price Volatility In Climate Change Legislation	111hhrg51119	Dr. Douglas Elmendorf, Director, Congressional Budget Office	Congressional Budget Office	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-26	Addressing Price Volatility In Climate Change Legislation	111hhrg51119	Dr. Daniel Lashof, Director, Climate Center, Natural Resources Defense Council	Natural Resources Defense Council	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-26	Addressing Price Volatility In Climate Change Legislation	111hhrg51119	Dr. Dallas Burtraw, Senior Fellow, Resources for the Future	Resources for the Future	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-26	Addressing Price Volatility In Climate Change Legislation	111hhrg51119	Dr. William Whitesell, Director of Policy Research, Center for Clean Air Policy	Center for Clean Air Policy	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-26	Addressing Price Volatility In Climate Change Legislation	111hhrg51119	Michelle Chan, Program Director, Green Investments, Friends of the Earth--United States, San Francisco, California	Friends of the Earth	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-26	Addressing Price Volatility In Climate Change Legislation	111hhrg51119	Dr. Gilbert Metcalf, Professor of Economics, Tufts University, Medford, Massachusetts	Tufts University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-26	Addressing Price Volatility In Climate Change Legislation	111hhrg51119	Dr. Margo Thorning, Senior Vice President and Chief Economist, American Council for Capital Formation	American Council for Capital Formation	Business Associations	Misc Business	Business & Services	Misc Business	0	American Council for Capital Formation	Contrarian	Other contrarian
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-21	Clean Energy Jobs, Climate-Related Policies and Economic Growth--State and Local Views	111shrg95164	Ritter, Hon. Bill Jr., Governor, State of Colorado	State of Colorado	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-21	Clean Energy Jobs, Climate-Related Policies and Economic Growth--State and Local Views	111shrg95164	Gregoire, Hon. Chris, Governor, State of Washington	State of Washington	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-21	Clean Energy Jobs, Climate-Related Policies and Economic Growth--State and Local Views	111shrg95164	Hoeven, Hon. John, Governor, State of North Dakota	State of North Dakota	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-21	Clean Energy Jobs, Climate-Related Policies and Economic Growth--State and Local Views	111shrg95164	Corzine, Hon. Jon S., Governor, State of New Jersey	State of New Jersey	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-21	Clean Energy Jobs, Climate-Related Policies and Economic Growth--State and Local Views	111shrg95164	Kiss, Hon. Robert, Mayor, Burlington, Vermont	Mayor, Burlington	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-21	Clean Energy Jobs, Climate-Related Policies and Economic Growth--State and Local Views	111shrg95164	Euille, Hon. William D., Mayor, Alexandria, Virginia	Mayor, Alexandria	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
